,Workload,Algorithm,r,Mean (Std)
469,ambivert.wav.tar,DLiSA-0.9,2,3.209 (0.128)
470,artificl.tar,DLiSA-0.0,2,0.03 (0.0)
471,artificl.tar,DLiSA-0.1,2,0.03 (0.0)
472,artificl.tar,DLiSA-0.2,2,0.03 (0.0)
473,artificl.tar,DLiSA-0.3,2,0.03 (0.0)
474,artificl.tar,DLiSA-0.4,2,0.03 (0.0)
475,artificl.tar,DLiSA-0.5,2,0.03 (0.0)
476,artificl.tar,DLiSA-0.6,2,0.03 (0.0)
477,artificl.tar,DLiSA-0.7,1,0.03 (0.0)
478,artificl.tar,DLiSA-0.8,2,0.03 (0.0)
479,artificl.tar,DLiSA-0.9,2,0.03 (0.002)
480,deepfield.tar,DLiSA-0.0,2,3.309 (0.017)
481,deepfield.tar,DLiSA-0.1,2,3.309 (0.018)
482,deepfield.tar,DLiSA-0.2,1,3.306 (0.008)
483,deepfield.tar,DLiSA-0.3,2,3.308 (0.015)
484,deepfield.tar,DLiSA-0.4,3,3.31 (0.019)
485,deepfield.tar,DLiSA-0.5,3,3.31 (0.02)
486,deepfield.tar,DLiSA-0.6,2,3.308 (0.016)
487,deepfield.tar,DLiSA-0.7,2,3.307 (0.015)
488,deepfield.tar,DLiSA-0.8,3,3.312 (0.022)
489,deepfield.tar,DLiSA-0.9,3,3.327 (0.033)
490,enwik8.tar,DLiSA-0.0,3,7.144 (0.097)
491,enwik8.tar,DLiSA-0.1,3,7.144 (0.067)
492,enwik8.tar,DLiSA-0.2,1,7.129 (0.048)
493,enwik8.tar,DLiSA-0.3,2,7.131 (0.062)
494,enwik8.tar,DLiSA-0.4,3,7.137 (0.057)
495,enwik8.tar,DLiSA-0.5,2,7.131 (0.048)
496,enwik8.tar,DLiSA-0.6,3,7.132 (0.056)
497,enwik8.tar,DLiSA-0.7,3,7.134 (0.052)
498,enwik8.tar,DLiSA-0.8,3,7.137 (0.058)
499,enwik8.tar,DLiSA-0.9,3,7.215 (0.157)
500,fannie_mae_500k.tar,DLiSA-0.0,2,33.442 (0.208)
501,fannie_mae_500k.tar,DLiSA-0.1,2,33.435 (0.18)
502,fannie_mae_500k.tar,DLiSA-0.2,3,33.451 (0.233)
503,fannie_mae_500k.tar,DLiSA-0.3,1,33.412 (0.109)
504,fannie_mae_500k.tar,DLiSA-0.4,2,33.433 (0.184)
505,fannie_mae_500k.tar,DLiSA-0.5,2,33.424 (0.148)
506,fannie_mae_500k.tar,DLiSA-0.6,3,33.444 (0.207)
507,fannie_mae_500k.tar,DLiSA-0.7,2,33.423 (0.149)
508,fannie_mae_500k.tar,DLiSA-0.8,2,33.434 (0.186)
509,fannie_mae_500k.tar,DLiSA-0.9,3,33.66 (0.441)
510,large.tar,DLiSA-0.0,3,0.973 (0.007)
511,large.tar,DLiSA-0.1,2,0.972 (0.005)
512,large.tar,DLiSA-0.2,2,0.972 (0.006)
513,large.tar,DLiSA-0.3,2,0.973 (0.007)
514,large.tar,DLiSA-0.4,1,0.972 (0.004)
515,large.tar,DLiSA-0.5,3,0.973 (0.007)
516,large.tar,DLiSA-0.6,2,0.972 (0.005)
517,large.tar,DLiSA-0.7,3,0.973 (0.006)
518,large.tar,DLiSA-0.8,2,0.973 (0.005)
519,large.tar,DLiSA-0.9,3,0.977 (0.01)
520,misc.tar,DLiSA-0.0,1,0.195 (0.006)
521,misc.tar,DLiSA-0.1,2,0.196 (0.005)
522,misc.tar,DLiSA-0.2,3,0.197 (0.005)
523,misc.tar,DLiSA-0.3,3,0.196 (0.005)
524,misc.tar,DLiSA-0.4,2,0.196 (0.005)
525,misc.tar,DLiSA-0.5,2,0.196 (0.005)
526,misc.tar,DLiSA-0.6,3,0.196 (0.005)
527,misc.tar,DLiSA-0.7,3,0.196 (0.005)
528,misc.tar,DLiSA-0.8,2,0.196 (0.005)
529,misc.tar,DLiSA-0.9,3,0.198 (0.005)
530,silesia.tar,DLiSA-0.0,3,10.915 (0.028)
531,silesia.tar,DLiSA-0.1,2,10.912 (0.022)
532,silesia.tar,DLiSA-0.2,3,10.914 (0.026)
533,silesia.tar,DLiSA-0.3,3,10.919 (0.029)
534,silesia.tar,DLiSA-0.4,3,10.914 (0.022)
535,silesia.tar,DLiSA-0.5,3,10.914 (0.025)
536,silesia.tar,DLiSA-0.6,2,10.912 (0.021)
537,silesia.tar,DLiSA-0.7,1,10.912 (0.021)
538,silesia.tar,DLiSA-0.8,3,10.918 (0.037)
539,silesia.tar,DLiSA-0.9,3,10.94 (0.057)
540,uiq-32.bin,DLiSA-0.0,3,9.209 (0.429)
541,uiq-32.bin,DLiSA-0.1,3,9.193 (0.427)
542,uiq-32.bin,DLiSA-0.2,2,9.127 (0.387)
543,uiq-32.bin,DLiSA-0.3,3,9.152 (0.401)
544,uiq-32.bin,DLiSA-0.4,3,9.211 (0.44)
545,uiq-32.bin,DLiSA-0.5,2,9.144 (0.407)
546,uiq-32.bin,DLiSA-0.6,3,9.148 (0.41)
547,uiq-32.bin,DLiSA-0.7,2,9.124 (0.381)
548,uiq-32.bin,DLiSA-0.8,1,9.081 (0.349)
549,uiq-32.bin,DLiSA-0.9,3,9.417 (0.526)
550,uiq2-16.bin,DLiSA-0.0,1,5.305 (0.086)
551,uiq2-16.bin,DLiSA-0.1,2,5.308 (0.113)
552,uiq2-16.bin,DLiSA-0.2,3,5.319 (0.142)
553,uiq2-16.bin,DLiSA-0.3,3,5.321 (0.137)
554,uiq2-16.bin,DLiSA-0.4,3,5.316 (0.136)
555,uiq2-16.bin,DLiSA-0.5,3,5.318 (0.138)
556,uiq2-16.bin,DLiSA-0.6,3,5.317 (0.136)
557,uiq2-16.bin,DLiSA-0.7,3,5.315 (0.137)
558,uiq2-16.bin,DLiSA-0.8,3,5.349 (0.203)
559,uiq2-16.bin,DLiSA-0.9,3,5.53 (0.366)
560,uiq2-4.bin,DLiSA-0.0,3,2.111 (0.042)
561,uiq2-4.bin,DLiSA-0.1,3,2.107 (0.037)
562,uiq2-4.bin,DLiSA-0.2,2,2.106 (0.038)
563,uiq2-4.bin,DLiSA-0.3,3,2.113 (0.043)
564,uiq2-4.bin,DLiSA-0.4,2,2.103 (0.034)
565,uiq2-4.bin,DLiSA-0.5,3,2.107 (0.04)
566,uiq2-4.bin,DLiSA-0.6,2,2.104 (0.035)
567,uiq2-4.bin,DLiSA-0.7,1,2.097 (0.03)
568,uiq2-4.bin,DLiSA-0.8,3,2.116 (0.044)
569,uiq2-4.bin,DLiSA-0.9,4,2.135 (0.053)
570,uiq2-8.bin,DLiSA-0.0,2,3.5 (0.096)
571,uiq2-8.bin,DLiSA-0.1,2,3.511 (0.106)
572,uiq2-8.bin,DLiSA-0.2,2,3.511 (0.103)
573,uiq2-8.bin,DLiSA-0.3,1,3.495 (0.094)
574,uiq2-8.bin,DLiSA-0.4,2,3.515 (0.108)
575,uiq2-8.bin,DLiSA-0.5,2,3.499 (0.097)
576,uiq2-8.bin,DLiSA-0.6,2,3.503 (0.097)
577,uiq2-8.bin,DLiSA-0.7,2,3.508 (0.102)
578,uiq2-8.bin,DLiSA-0.8,2,3.502 (0.096)
579,uiq2-8.bin,DLiSA-0.9,2,3.556 (0.122)
580,vmlinux-5.10.tar,DLiSA-0.0,2,2.531 (0.019)
581,vmlinux-5.10.tar,DLiSA-0.1,1,2.53 (0.017)
582,vmlinux-5.10.tar,DLiSA-0.2,2,2.532 (0.02)
583,vmlinux-5.10.tar,DLiSA-0.3,2,2.532 (0.02)
584,vmlinux-5.10.tar,DLiSA-0.4,2,2.533 (0.02)
585,vmlinux-5.10.tar,DLiSA-0.5,3,2.536 (0.023)
586,vmlinux-5.10.tar,DLiSA-0.6,3,2.534 (0.021)
587,vmlinux-5.10.tar,DLiSA-0.7,3,2.535 (0.023)
588,vmlinux-5.10.tar,DLiSA-0.8,3,2.534 (0.02)
589,vmlinux-5.10.tar,DLiSA-0.9,3,2.549 (0.027)
590,Johnny_1280x720_60_short.y4m,DLiSA-0.0,1,0.895 (0.123)
591,Johnny_1280x720_60_short.y4m,DLiSA-0.1,1,0.917 (0.168)
592,Johnny_1280x720_60_short.y4m,DLiSA-0.2,2,0.99 (0.767)
593,Johnny_1280x720_60_short.y4m,DLiSA-0.3,1,0.933 (0.152)
594,Johnny_1280x720_60_short.y4m,DLiSA-0.4,1,0.932 (0.181)
595,Johnny_1280x720_60_short.y4m,DLiSA-0.5,2,0.977 (0.231)
596,Johnny_1280x720_60_short.y4m,DLiSA-0.6,4,1.035 (0.258)
597,Johnny_1280x720_60_short.y4m,DLiSA-0.7,3,1.017 (0.272)
598,Johnny_1280x720_60_short.y4m,DLiSA-0.8,3,1.021 (0.288)
599,Johnny_1280x720_60_short.y4m,DLiSA-0.9,3,1.016 (0.24)
600,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,DLiSA-0.0,1,3.538 (0.547)
601,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,DLiSA-0.1,1,3.512 (0.492)
602,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,DLiSA-0.2,1,3.632 (0.674)
603,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,DLiSA-0.3,1,3.496 (0.501)
604,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,DLiSA-0.4,2,3.637 (0.549)
605,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,DLiSA-0.5,2,3.751 (0.874)
606,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,DLiSA-0.6,3,4.037 (1.12)
607,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,DLiSA-0.7,3,4.024 (1.037)
608,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,DLiSA-0.8,2,3.966 (0.947)
609,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,DLiSA-0.9,3,4.121 (1.129)
610,blue_sky_1080p25_short.y4m,DLiSA-0.0,1,1.306 (0.247)
611,blue_sky_1080p25_short.y4m,DLiSA-0.1,1,1.286 (0.255)
612,blue_sky_1080p25_short.y4m,DLiSA-0.2,1,1.307 (0.244)
613,blue_sky_1080p25_short.y4m,DLiSA-0.3,2,1.313 (0.313)
614,blue_sky_1080p25_short.y4m,DLiSA-0.4,3,1.35 (0.323)
615,blue_sky_1080p25_short.y4m,DLiSA-0.5,3,1.328 (0.253)
616,blue_sky_1080p25_short.y4m,DLiSA-0.6,4,1.391 (0.338)
617,blue_sky_1080p25_short.y4m,DLiSA-0.7,4,1.429 (0.294)
618,blue_sky_1080p25_short.y4m,DLiSA-0.8,4,1.436 (0.393)
619,blue_sky_1080p25_short.y4m,DLiSA-0.9,4,1.466 (0.386)
620,pedestrian_area_1080p25_short.y4m,DLiSA-0.0,1,1.646 (0.409)
621,pedestrian_area_1080p25_short.y4m,DLiSA-0.1,1,1.623 (0.365)
622,pedestrian_area_1080p25_short.y4m,DLiSA-0.2,1,1.56 (0.36)
623,pedestrian_area_1080p25_short.y4m,DLiSA-0.3,1,1.613 (0.373)
624,pedestrian_area_1080p25_short.y4m,DLiSA-0.4,2,1.773 (1.337)
625,pedestrian_area_1080p25_short.y4m,DLiSA-0.5,1,1.71 (0.453)
626,pedestrian_area_1080p25_short.y4m,DLiSA-0.6,3,1.798 (0.523)
627,pedestrian_area_1080p25_short.y4m,DLiSA-0.7,3,1.798 (0.429)
628,pedestrian_area_1080p25_short.y4m,DLiSA-0.8,4,1.828 (0.592)
629,pedestrian_area_1080p25_short.y4m,DLiSA-0.9,3,1.789 (0.478)
630,riverbed_1080p25_short.y4m,DLiSA-0.0,1,3.187 (0.453)
631,riverbed_1080p25_short.y4m,DLiSA-0.1,2,3.225 (0.568)
632,riverbed_1080p25_short.y4m,DLiSA-0.2,2,3.279 (0.569)
633,riverbed_1080p25_short.y4m,DLiSA-0.3,1,3.185 (0.424)
634,riverbed_1080p25_short.y4m,DLiSA-0.4,3,3.342 (0.75)
635,riverbed_1080p25_short.y4m,DLiSA-0.5,3,3.387 (0.719)
636,riverbed_1080p25_short.y4m,DLiSA-0.6,4,3.661 (1.035)
637,riverbed_1080p25_short.y4m,DLiSA-0.7,4,3.764 (1.004)
638,riverbed_1080p25_short.y4m,DLiSA-0.8,4,3.586 (0.937)
639,riverbed_1080p25_short.y4m,DLiSA-0.9,4,3.557 (0.929)
640,sd_bridge_close_cif_short.y4m,DLiSA-0.0,2,0.102 (0.013)
641,sd_bridge_close_cif_short.y4m,DLiSA-0.1,1,0.1 (0.014)
642,sd_bridge_close_cif_short.y4m,DLiSA-0.2,1,0.101 (0.014)
643,sd_bridge_close_cif_short.y4m,DLiSA-0.3,1,0.1 (0.016)
644,sd_bridge_close_cif_short.y4m,DLiSA-0.4,1,0.099 (0.013)
645,sd_bridge_close_cif_short.y4m,DLiSA-0.5,3,0.104 (0.015)
646,sd_bridge_close_cif_short.y4m,DLiSA-0.6,3,0.109 (0.018)
647,sd_bridge_close_cif_short.y4m,DLiSA-0.7,3,0.109 (0.018)
648,sd_bridge_close_cif_short.y4m,DLiSA-0.8,3,0.11 (0.019)
649,sd_bridge_close_cif_short.y4m,DLiSA-0.9,3,0.107 (0.019)
650,sd_city_4cif_short.y4m,DLiSA-0.0,1,0.564 (0.11)
651,sd_city_4cif_short.y4m,DLiSA-0.1,1,0.584 (0.127)
652,sd_city_4cif_short.y4m,DLiSA-0.2,2,0.6 (0.136)
653,sd_city_4cif_short.y4m,DLiSA-0.3,1,0.589 (0.151)
654,sd_city_4cif_short.y4m,DLiSA-0.4,1,0.59 (0.139)
655,sd_city_4cif_short.y4m,DLiSA-0.5,2,0.606 (0.159)
656,sd_city_4cif_short.y4m,DLiSA-0.6,2,0.637 (0.152)
657,sd_city_4cif_short.y4m,DLiSA-0.7,2,0.636 (0.16)
658,sd_city_4cif_short.y4m,DLiSA-0.8,2,0.629 (0.149)
659,sd_city_4cif_short.y4m,DLiSA-0.9,3,0.658 (0.186)
660,sd_crew_cif_short.y4m,DLiSA-0.0,1,0.138 (0.023)
661,sd_crew_cif_short.y4m,DLiSA-0.1,1,0.138 (0.026)
662,sd_crew_cif_short.y4m,DLiSA-0.2,1,0.135 (0.017)
663,sd_crew_cif_short.y4m,DLiSA-0.3,1,0.137 (0.022)
664,sd_crew_cif_short.y4m,DLiSA-0.4,2,0.138 (0.026)
665,sd_crew_cif_short.y4m,DLiSA-0.5,3,0.141 (0.026)
666,sd_crew_cif_short.y4m,DLiSA-0.6,3,0.148 (0.032)
667,sd_crew_cif_short.y4m,DLiSA-0.7,3,0.156 (0.093)
668,sd_crew_cif_short.y4m,DLiSA-0.8,3,0.148 (0.031)
669,sd_crew_cif_short.y4m,DLiSA-0.9,3,0.15 (0.028)
670,sintel_trailer_2k_720p24_short.y4m,DLiSA-0.0,1,0.243 (0.036)
671,sintel_trailer_2k_720p24_short.y4m,DLiSA-0.1,2,0.249 (0.036)
672,sintel_trailer_2k_720p24_short.y4m,DLiSA-0.2,2,0.245 (0.033)
673,sintel_trailer_2k_720p24_short.y4m,DLiSA-0.3,2,0.247 (0.034)
674,sintel_trailer_2k_720p24_short.y4m,DLiSA-0.4,2,0.246 (0.035)
675,sintel_trailer_2k_720p24_short.y4m,DLiSA-0.5,3,0.253 (0.036)
676,sintel_trailer_2k_720p24_short.y4m,DLiSA-0.6,3,0.256 (0.044)
677,sintel_trailer_2k_720p24_short.y4m,DLiSA-0.7,3,0.278 (0.172)
678,sintel_trailer_2k_720p24_short.y4m,DLiSA-0.8,3,0.256 (0.034)
679,sintel_trailer_2k_720p24_short.y4m,DLiSA-0.9,3,0.257 (0.043)
680,ambivert.wav.tar,DLiSA-0.0,3,3.74 (0.786)
681,ambivert.wav.tar,DLiSA-0.1,2,3.719 (0.676)
682,ambivert.wav.tar,DLiSA-0.2,4,3.883 (0.934)
683,ambivert.wav.tar,DLiSA-0.3,1,3.693 (0.772)
684,ambivert.wav.tar,DLiSA-0.4,3,3.749 (0.794)
685,ambivert.wav.tar,DLiSA-0.5,3,3.81 (0.772)
686,ambivert.wav.tar,DLiSA-0.6,4,3.934 (0.985)
687,ambivert.wav.tar,DLiSA-0.7,4,3.97 (0.971)
688,ambivert.wav.tar,DLiSA-0.8,4,4.301 (1.26)
689,ambivert.wav.tar,DLiSA-0.9,4,4.919 (1.43)
690,artificl.tar,DLiSA-0.0,2,0.012 (0.004)
691,artificl.tar,DLiSA-0.1,2,0.012 (0.004)
692,artificl.tar,DLiSA-0.2,2,0.012 (0.004)
693,artificl.tar,DLiSA-0.3,2,0.012 (0.004)
694,artificl.tar,DLiSA-0.4,2,0.012 (0.004)
695,artificl.tar,DLiSA-0.5,1,0.011 (0.003)
696,artificl.tar,DLiSA-0.6,1,0.012 (0.004)
697,artificl.tar,DLiSA-0.7,2,0.012 (0.004)
698,artificl.tar,DLiSA-0.8,3,0.014 (0.005)
699,artificl.tar,DLiSA-0.9,3,0.014 (0.005)
700,deepfield.tar,DLiSA-0.0,2,3.682 (0.773)
701,deepfield.tar,DLiSA-0.1,2,3.644 (0.711)
702,deepfield.tar,DLiSA-0.2,1,3.64 (0.683)
703,deepfield.tar,DLiSA-0.3,1,3.582 (0.65)
704,deepfield.tar,DLiSA-0.4,3,3.703 (0.775)
705,deepfield.tar,DLiSA-0.5,3,3.791 (0.84)
706,deepfield.tar,DLiSA-0.6,3,3.695 (0.716)
707,deepfield.tar,DLiSA-0.7,3,3.934 (0.988)
708,deepfield.tar,DLiSA-0.8,3,4.271 (1.165)
709,deepfield.tar,DLiSA-0.9,3,4.339 (1.218)
710,enwik8.tar,DLiSA-0.0,1,10.875 (3.163)
711,enwik8.tar,DLiSA-0.1,1,10.601 (3.025)
712,enwik8.tar,DLiSA-0.2,3,11.27 (3.076)
713,enwik8.tar,DLiSA-0.3,2,11.001 (3.132)
714,enwik8.tar,DLiSA-0.4,2,11.094 (3.354)
715,enwik8.tar,DLiSA-0.5,2,10.972 (3.104)
716,enwik8.tar,DLiSA-0.6,3,11.527 (3.54)
717,enwik8.tar,DLiSA-0.7,3,11.756 (3.917)
718,enwik8.tar,DLiSA-0.8,3,13.292 (4.022)
719,enwik8.tar,DLiSA-0.9,3,13.958 (4.453)
720,fannie_mae_500k.tar,DLiSA-0.0,2,10.629 (2.741)
721,fannie_mae_500k.tar,DLiSA-0.1,1,10.506 (2.438)
722,fannie_mae_500k.tar,DLiSA-0.2,3,10.83 (2.737)
723,fannie_mae_500k.tar,DLiSA-0.3,1,10.406 (2.39)
724,fannie_mae_500k.tar,DLiSA-0.4,3,10.629 (2.53)
725,fannie_mae_500k.tar,DLiSA-0.5,3,10.895 (2.857)
726,fannie_mae_500k.tar,DLiSA-0.6,4,11.152 (2.893)
727,fannie_mae_500k.tar,DLiSA-0.7,4,11.862 (3.601)
728,fannie_mae_500k.tar,DLiSA-0.8,4,13.298 (3.962)
729,fannie_mae_500k.tar,DLiSA-0.9,4,13.466 (4.098)
730,large.tar,DLiSA-0.0,2,1.606 (0.414)
731,large.tar,DLiSA-0.1,2,1.581 (0.388)
732,large.tar,DLiSA-0.2,3,1.641 (0.413)
733,large.tar,DLiSA-0.3,1,1.552 (0.41)
734,large.tar,DLiSA-0.4,2,1.605 (0.383)
735,large.tar,DLiSA-0.5,1,1.579 (0.4)
736,large.tar,DLiSA-0.6,3,1.683 (0.468)
737,large.tar,DLiSA-0.7,3,1.636 (0.53)
738,large.tar,DLiSA-0.8,3,2.05 (0.583)
739,large.tar,DLiSA-0.9,3,1.951 (0.526)
740,misc.tar,DLiSA-0.0,3,0.195 (0.012)
741,misc.tar,DLiSA-0.1,1,0.193 (0.011)
742,misc.tar,DLiSA-0.2,4,0.195 (0.012)
743,misc.tar,DLiSA-0.3,2,0.193 (0.01)
744,misc.tar,DLiSA-0.4,4,0.195 (0.011)
745,misc.tar,DLiSA-0.5,5,0.196 (0.013)
746,misc.tar,DLiSA-0.6,5,0.197 (0.011)
747,misc.tar,DLiSA-0.7,5,0.199 (0.012)
748,misc.tar,DLiSA-0.8,5,0.205 (0.019)
749,misc.tar,DLiSA-0.9,5,0.209 (0.019)
750,silesia.tar,DLiSA-0.0,1,23.393 (6.254)
751,silesia.tar,DLiSA-0.1,3,23.627 (6.057)
752,silesia.tar,DLiSA-0.2,3,23.983 (5.887)
753,silesia.tar,DLiSA-0.3,1,22.957 (5.456)
754,silesia.tar,DLiSA-0.4,3,23.645 (5.386)
755,silesia.tar,DLiSA-0.5,2,23.522 (5.385)
756,silesia.tar,DLiSA-0.6,3,23.862 (5.719)
757,silesia.tar,DLiSA-0.7,3,25.306 (7.336)
758,silesia.tar,DLiSA-0.8,3,28.634 (8.609)
759,silesia.tar,DLiSA-0.9,3,29.356 (8.132)
760,uiq-32.bin,DLiSA-0.0,2,20.227 (4.17)
761,uiq-32.bin,DLiSA-0.1,1,20.159 (3.802)
762,uiq-32.bin,DLiSA-0.2,2,20.776 (4.35)
763,uiq-32.bin,DLiSA-0.3,1,20.05 (4.127)
764,uiq-32.bin,DLiSA-0.4,2,20.394 (5.045)
765,uiq-32.bin,DLiSA-0.5,3,21.168 (5.364)
766,uiq-32.bin,DLiSA-0.6,3,21.286 (5.024)
767,uiq-32.bin,DLiSA-0.7,3,22.29 (6.482)
768,uiq-32.bin,DLiSA-0.8,3,25.874 (7.727)
769,uiq-32.bin,DLiSA-0.9,3,26.034 (7.635)
770,uiq2-16.bin,DLiSA-0.0,3,10.436 (2.599)
771,uiq2-16.bin,DLiSA-0.1,1,10.222 (2.454)
772,uiq2-16.bin,DLiSA-0.2,4,10.64 (2.475)
773,uiq2-16.bin,DLiSA-0.3,3,10.28 (2.502)
774,uiq2-16.bin,DLiSA-0.4,2,10.269 (2.209)
775,uiq2-16.bin,DLiSA-0.5,3,10.29 (2.309)
776,uiq2-16.bin,DLiSA-0.6,4,10.749 (2.512)
777,uiq2-16.bin,DLiSA-0.7,4,11.031 (3.235)
778,uiq2-16.bin,DLiSA-0.8,4,12.554 (3.583)
779,uiq2-16.bin,DLiSA-0.9,4,13.319 (3.97)
780,uiq2-4.bin,DLiSA-0.0,3,2.651 (0.615)
781,uiq2-4.bin,DLiSA-0.1,1,2.589 (0.565)
782,uiq2-4.bin,DLiSA-0.2,3,2.655 (0.55)
783,uiq2-4.bin,DLiSA-0.3,1,2.604 (0.539)
784,uiq2-4.bin,DLiSA-0.4,2,2.614 (0.622)
785,uiq2-4.bin,DLiSA-0.5,4,2.74 (0.763)
786,uiq2-4.bin,DLiSA-0.6,4,2.776 (0.757)
787,uiq2-4.bin,DLiSA-0.7,4,2.906 (0.926)
788,uiq2-4.bin,DLiSA-0.8,4,3.112 (0.898)
789,uiq2-4.bin,DLiSA-0.9,4,3.209 (0.863)
790,uiq2-8.bin,DLiSA-0.0,3,5.146 (1.19)
791,uiq2-8.bin,DLiSA-0.1,1,5.099 (1.222)
792,uiq2-8.bin,DLiSA-0.2,3,5.183 (1.162)
793,uiq2-8.bin,DLiSA-0.3,2,5.132 (1.234)
794,uiq2-8.bin,DLiSA-0.4,3,5.209 (1.368)
795,uiq2-8.bin,DLiSA-0.5,4,5.412 (1.523)
796,uiq2-8.bin,DLiSA-0.6,4,5.532 (1.416)
797,uiq2-8.bin,DLiSA-0.7,4,5.556 (1.733)
798,uiq2-8.bin,DLiSA-0.8,4,6.221 (1.754)
799,uiq2-8.bin,DLiSA-0.9,4,6.77 (2.122)
800,vmlinux-5.10.tar,DLiSA-0.0,2,2.861 (0.6)
801,vmlinux-5.10.tar,DLiSA-0.1,3,2.903 (0.63)
802,vmlinux-5.10.tar,DLiSA-0.2,4,2.945 (0.667)
803,vmlinux-5.10.tar,DLiSA-0.3,1,2.84 (0.573)
804,vmlinux-5.10.tar,DLiSA-0.4,1,2.858 (0.517)
805,vmlinux-5.10.tar,DLiSA-0.5,3,2.874 (0.58)
806,vmlinux-5.10.tar,DLiSA-0.6,4,2.979 (0.695)
807,vmlinux-5.10.tar,DLiSA-0.7,4,3.184 (0.861)
808,vmlinux-5.10.tar,DLiSA-0.8,4,3.417 (0.961)
809,vmlinux-5.10.tar,DLiSA-0.9,4,3.522 (0.982)
810,AUFNIRA_z3.637557.smt2,DLiSA-0.0,1,5.856 (0.011)
811,AUFNIRA_z3.637557.smt2,DLiSA-0.1,1,5.858 (0.014)
812,AUFNIRA_z3.637557.smt2,DLiSA-0.2,3,5.868 (0.123)
813,AUFNIRA_z3.637557.smt2,DLiSA-0.3,1,5.856 (0.011)
814,AUFNIRA_z3.637557.smt2,DLiSA-0.4,1,5.857 (0.011)
815,AUFNIRA_z3.637557.smt2,DLiSA-0.5,2,5.858 (0.012)
816,AUFNIRA_z3.637557.smt2,DLiSA-0.6,3,5.862 (0.014)
817,AUFNIRA_z3.637557.smt2,DLiSA-0.7,3,5.864 (0.017)
818,AUFNIRA_z3.637557.smt2,DLiSA-0.8,3,5.865 (0.015)
819,AUFNIRA_z3.637557.smt2,DLiSA-0.9,3,5.877 (0.122)
820,LRA_formula_277.smt2,DLiSA-0.0,5,2.327 (0.654)
821,LRA_formula_277.smt2,DLiSA-0.1,5,2.291 (0.575)
822,LRA_formula_277.smt2,DLiSA-0.2,2,2.254 (0.608)
823,LRA_formula_277.smt2,DLiSA-0.3,3,2.254 (0.608)
824,LRA_formula_277.smt2,DLiSA-0.4,4,2.271 (0.607)
825,LRA_formula_277.smt2,DLiSA-0.5,2,2.197 (0.55)
826,LRA_formula_277.smt2,DLiSA-0.6,2,1.998 (0.436)
827,LRA_formula_277.smt2,DLiSA-0.7,1,1.788 (0.152)
828,LRA_formula_277.smt2,DLiSA-0.8,1,1.761 (0.004)
829,LRA_formula_277.smt2,DLiSA-0.9,1,1.762 (0.007)
830,QF_AUFBV_891_sqlite3.smt2,DLiSA-0.0,1,0.305 (0.743)
831,QF_AUFBV_891_sqlite3.smt2,DLiSA-0.1,1,0.258 (0.5)
832,QF_AUFBV_891_sqlite3.smt2,DLiSA-0.2,1,0.41 (0.878)
833,QF_AUFBV_891_sqlite3.smt2,DLiSA-0.3,1,0.364 (0.66)
834,QF_AUFBV_891_sqlite3.smt2,DLiSA-0.4,1,0.295 (0.542)
835,QF_AUFBV_891_sqlite3.smt2,DLiSA-0.5,1,0.43 (0.704)
836,QF_AUFBV_891_sqlite3.smt2,DLiSA-0.6,2,0.442 (0.777)
837,QF_AUFBV_891_sqlite3.smt2,DLiSA-0.7,2,0.502 (0.789)
838,QF_AUFBV_891_sqlite3.smt2,DLiSA-0.8,2,0.512 (0.776)
839,QF_AUFBV_891_sqlite3.smt2,DLiSA-0.9,2,0.576 (1.055)
840,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,DLiSA-0.0,1,2.303 (0.108)
841,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,DLiSA-0.1,1,2.309 (0.119)
842,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,DLiSA-0.2,1,2.289 (0.078)
843,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,DLiSA-0.3,2,2.324 (0.15)
844,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,DLiSA-0.4,3,2.352 (0.185)
845,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,DLiSA-0.5,2,2.343 (0.223)
846,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,DLiSA-0.6,1,2.315 (0.131)
847,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,DLiSA-0.7,2,2.348 (0.178)
848,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,DLiSA-0.8,2,2.318 (0.13)
